Retailer,Region,State,City,Product,Price per Unit,Units Sold,Total Revenue,Operating Profit,Sales Method
West Gear,West,Oregon,Portland,Men's Athletic Footwear,85,196,1666,783,Online
West Gear,South,Louisiana,New Orleans,Women's Street Footwear,90,196,1764,953,Online
Foot Locker,South,Louisiana,New Orleans,Men's Athletic Footwear,28,196,549,247,Online
West Gear,West,Idaho,Boise,Men's Athletic Footwear,28,196,549,263,Online
Sports Direct,West,Idaho,Boise,Women's Apparel,54,196,1058,720,Online
Foot Locker,West,Idaho,Boise,Women's Apparel,60,196,1176,811,Online
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,49,196,960,471,Online
Sports Direct,Southeast,Georgia,Atlanta,Men's Street Footwear,47,196,921,461,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,53,196,1039,519,Online
Foot Locker,Southeast,South Carolina,Charleston,Women's Street Footwear,38,196,745,290,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,66,196,1294,608,Online
Sports Direct,Southeast,South Carolina,Charleston,Women's Apparel,34,196,666,426,Online
Sports Direct,Southeast,North Carolina,Charlotte,Women's Street Footwear,53,196,1039,571,Online
Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,33,196,647,298,Online
Amazon,Southeast,North Carolina,Charlotte,Women's Athletic Footwear,55,196,1078,582,Online
Amazon,Midwest,Ohio,Columbus,Women's Apparel,64,196,1254,778,Online
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,64,196,1254,665,Online
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,60,196,1176,600,Online
West Gear,West,California,San Francisco,Men's Apparel,44,196,862,526,Outlet
West Gear,West,Nevada,Las Vegas,Men's Street Footwear,47,196,921,387,Outlet
Sports Direct,South,Tennessee,Knoxville,Women's Apparel,18,196,353,215,Outlet
Sports Direct,South,Tennessee,Knoxville,Women's Athletic Footwear,32,196,627,383,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,36,196,706,473,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,33,196,647,356,Outlet
Walmart,Southeast,Florida,Orlando,Women's Athletic Footwear,66,196,1294,479,Outlet
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,35,196,686,316,Outlet
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,39,196,764,268,Outlet
Sports Direct,Northeast,Massachusetts,Boston,Men's Street Footwear,40,196,784,259,Outlet
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,47,196,921,396,Outlet
Sports Direct,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,45,195,8775,2633,Online
Foot Locker,Midwest,North Dakota,Fargo,Women's Street Footwear,40,195,7800,2340,In-store
Walmart,South,Texas,Houston,Men's Apparel,42,195,819,369,Online
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,43,195,839,335,Online
Kohl's,West,California,Los Angeles,Men's Athletic Footwear,41,195,800,280,Online
Sports Direct,South,Texas,Dallas,Men's Street Footwear,19,195,371,185,Online
West Gear,West,Washington,Seattle,Men's Street Footwear,71,195,1385,581,Online
West Gear,West,Washington,Seattle,Men's Athletic Footwear,77,195,1502,571,Online
Foot Locker,Southeast,Florida,Miami,Men's Apparel,50,195,975,488,Online
Foot Locker,Southeast,Florida,Miami,Men's Athletic Footwear,43,195,839,411,Online
Sports Direct,Southeast,Florida,Miami,Men's Apparel,64,195,1248,624,Online
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,19,195,371,215,Online
Walmart,Southeast,Florida,Orlando,Men's Apparel,89,195,1736,555,Online
Foot Locker,Southeast,Virginia,Richmond,Women's Street Footwear,73,195,1424,683,Online
Sports Direct,Midwest,Michigan,Detroit,Men's Athletic Footwear,50,195,975,488,Online
West Gear,West,Oregon,Portland,Women's Street Footwear,68,195,1326,650,Online
West Gear,West,Oregon,Portland,Men's Athletic Footwear,48,195,936,468,Online
West Gear,South,Louisiana,New Orleans,Women's Apparel,100,195,1950,936,Online
West Gear,West,Idaho,Boise,Men's Street Footwear,19,195,371,174,Online
West Gear,West,Idaho,Boise,Men's Athletic Footwear,29,195,566,271,Online
West Gear,West,Idaho,Boise,Men's Street Footwear,42,195,819,401,Online
Foot Locker,West,Idaho,Boise,Men's Athletic Footwear,53,195,1034,548,Online
Foot Locker,Southeast,South Carolina,Charleston,Men's Apparel,62,195,1209,544,Online
Sports Direct,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,32,195,624,293,Online
Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,56,195,1092,513,Online
Amazon,Midwest,Ohio,Columbus,Men's Athletic Footwear,58,195,1131,520,Online
Walmart,South,Texas,Houston,Men's Apparel,30,195,585,187,Outlet
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,39,195,761,304,Outlet
Kohl's,West,California,Los Angeles,Men's Apparel,44,195,858,532,Outlet
Sports Direct,South,Tennessee,Knoxville,Men's Athletic Footwear,31,195,605,284,Outlet
Walmart,Southeast,Florida,Orlando,Women's Apparel,75,195,1463,687,Outlet
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,42,195,819,369,Outlet
Amazon,Northeast,Vermont,Burlington,Men's Street Footwear,47,195,917,449,Outlet
West Gear,South,Texas,Houston,Men's Athletic Footwear,49,194,951,295,Online
West Gear,West,California,San Francisco,Women's Athletic Footwear,51,194,989,396,Online
Sports Direct,South,Texas,Dallas,Men's Athletic Footwear,29,194,563,276,Online
West Gear,Southeast,Florida,Miami,Men's Athletic Footwear,54,194,1048,524,Online
West Gear,Northeast,New York,Albany,Women's Apparel,66,194,1280,832,Online
Sports Direct,Southeast,South Carolina,Charleston,Women's Athletic Footwear,59,194,1145,515,Online
Amazon,Southeast,North Carolina,Charlotte,Men's Street Footwear,32,194,621,323,Online
Foot Locker,South,Mississippi,Jackson,Men's Street Footwear,39,194,757,416,Online
Sports Direct,South,Mississippi,Jackson,Men's Street Footwear,68,194,1319,699,Online
Kohl's,West,California,Los Angeles,Women's Apparel,33,194,640,147,Outlet
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,32,194,621,230,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Street Footwear,23,194,446,219,Outlet
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,32,194,621,292,Outlet
West Gear,West,Utah,Salt Lake City,Men's Street Footwear,20,194,388,178,Outlet
Foot Locker,South,Louisiana,New Orleans,Women's Apparel,59,194,1145,458,Outlet
Sports Direct,West,Idaho,Boise,Women's Apparel,51,194,989,584,Outlet
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,37,194,718,280,Outlet
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,41,194,795,318,Outlet
Foot Locker,West,Arizona,Phoenix,Men's Street Footwear,35,194,679,272,Outlet
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,40,194,776,326,Outlet
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,33,193,637,242,Outlet
West Gear,West,Nevada,Las Vegas,Men's Athletic Footwear,50,193,965,241,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Athletic Footwear,52,193,1004,632,In-store
West Gear,Southeast,Florida,Orlando,Men's Apparel,36,193,695,285,In-store
Sports Direct,Southeast,Virginia,Richmond,Women's Apparel,25,193,483,280,In-store
West Gear,West,Oregon,Portland,Women's Street Footwear,48,193,926,380,In-store
Kohl's,West,New Mexico,Albuquerque,Women's Street Footwear,41,193,791,317,In-store
Walmart,South,Arkansas,Little Rock,Women's Apparel,40,193,772,363,In-store
Amazon,Northeast,New Hampshire,Manchester,Men's Street Footwear,51,193,984,433,In-store
Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,29,192,557,273,In-store
West Gear,West,Nevada,Las Vegas,Women's Apparel,57,192,1094,306,In-store
Sports Direct,South,Alabama,Birmingham,Men's Athletic Footwear,26,192,499,210,Outlet
Foot Locker,South,Louisiana,New Orleans,Women's Street Footwear,53,192,1018,438,Outlet
Foot Locker,South,Louisiana,New Orleans,Women's Athletic Footwear,53,192,1018,478,Outlet
Kohl's,West,New Mexico,Albuquerque,Women's Apparel,50,192,960,269,Outlet
Walmart,South,Mississippi,Jackson,Men's Athletic Footwear,42,192,806,306,Outlet
West Gear,South,Oklahoma,Oklahoma City,Men's Street Footwear,32,192,614,283,Outlet
Sports Direct,Northeast,Connecticut,Hartford,Men's Street Footwear,40,191,764,336,Outlet
West Gear,West,California,San Francisco,Women's Athletic Footwear,39,190,741,252,Outlet
Sports Direct,South,Texas,Dallas,Women's Street Footwear,32,190,608,268,Outlet
Sports Direct,South,Texas,Dallas,Women's Apparel,39,190,741,430,Outlet
Sports Direct,South,Texas,Dallas,Women's Athletic Footwear,44,190,836,468,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Street Footwear,11,190,209,109,Outlet
Sports Direct,South,Alabama,Birmingham,Women's Apparel,26,190,494,356,Outlet
Walmart,Southeast,Florida,Orlando,Men's Athletic Footwear,43,190,817,237,Outlet
Sports Direct,Southeast,Virginia,Richmond,Women's Apparel,65,190,1235,432,Outlet
West Gear,West,Utah,Salt Lake City,Women's Apparel,32,190,608,328,Outlet
West Gear,West,Oregon,Portland,Men's Street Footwear,34,190,646,239,Outlet
Sports Direct,West,Idaho,Boise,Men's Athletic Footwear,27,190,513,221,Outlet
Foot Locker,West,Arizona,Phoenix,Men's Athletic Footwear,46,190,874,367,Outlet
Sports Direct,Southeast,Georgia,Atlanta,Women's Apparel,53,190,1007,322,In-store
Sports Direct,South,Texas,Houston,Women's Apparel,39,189,737,442,In-store
Walmart,South,Texas,Houston,Women's Athletic Footwear,39,189,737,428,In-store
Walmart,South,Texas,Houston,Women's Athletic Footwear,38,189,718,424,In-store
West Gear,West,California,San Francisco,Women's Apparel,72,189,1361,449,In-store
Kohl's,West,California,San Francisco,Women's Street Footwear,41,189,775,403,In-store
Kohl's,West,California,Los Angeles,Women's Athletic Footwear,44,189,832,399,In-store
Kohl's,West,California,Los Angeles,Men's Apparel,46,189,869,574,In-store
Kohl's,West,California,Los Angeles,Women's Apparel,61,189,1153,404,In-store
Kohl's,West,California,Los Angeles,Women's Apparel,59,189,1115,346,In-store
